Swiss-Prot_ID	DeepPhase_score
Q6ZRS2	0.98191595
Q6ZRS4	0.16410121
Q6ZRV2	0.32238418
Q6ZS11	0.5834735
Q6ZS17	0.67353576
Q6ZS30	0.32466662
Q6ZS81	0.2716202
Q6ZS86	0.43702772
Q6ZSB9	0.36279175
Q6ZSC3	0.97919697
Q6ZSG1	0.40074727
Q6ZSI9	0.7419219
Q6ZSM3	0.8586441
Q6ZSS3	0.99732995
Q6ZSS7	0.5630366
Q6ZSY5	0.43033138
Q6ZSZ5	0.45539603
Q6ZSZ6	0.6572852
Q6ZT07	0.3427873
Q6ZT12	0.5105807
Q6ZT21	0.4293355
Q6ZT52	0.25890517
Q6ZT89	0.49655268
Q6ZT98	0.54900736
Q6ZTI6	0.3869915
Q6ZTN6	0.42003757
Q6ZTQ3	0.47517034
Q6ZTQ4	0.98597175
Q6ZU35	0.5133512
Q6ZU52	0.33050406
Q6ZU65	0.5537744
Q6ZU67	0.93984085
Q6ZU80	0.34481397
Q6ZUI0	0.63705766
Q6ZUJ4	0.7447044
Q6ZUJ8	0.61707765
Q6ZUM4	0.4026
Q6ZUS5	0.3326316
Q6ZUS6	0.64026505
Q6ZUT1	0.3921822
Q6ZUT6	0.4543415
Q6ZUT9	0.21469279
Q6ZUU3	0.93647563
Q6ZUX7	0.99230474
Q6ZV29	0.99424076
Q6ZV50	0.51621646
Q6ZV65	0.39832726
Q6ZV70	0.47600687
Q6ZV73	0.9874888
Q6ZV89	0.49761897
Q6ZVC0	0.94376147
Q6ZVD7	0.61464024
Q6ZVD8	0.45856112
Q6ZVF9	0.977223
Q6ZVK1	0.6714336
Q6ZVK8	0.48503867
Q6ZVL6	0.32464117
Q6ZVM7	0.80666906
Q6ZVT6	0.5844283
Q6ZVX7	0.53252923
Q6ZW05	0.3479255
Q6ZW31	0.7528661
Q6ZW49	0.8285802
Q6ZW76	0.44994465
Q6ZWB6	0.99761707
Q6ZWE6	0.91565317
Q6ZWH5	0.8400752
Q6ZWJ1	0.4295599
Q6ZWL3	0.9998888
Q6ZWT7	0.42106053
Q702N8	0.49382225
Q709C8	0.22606777
Q70CQ2	0.38410038
Q70CQ4	0.5091786
Q70E73	0.9995221
Q70EK8	0.4230427
Q70EK9	0.5153232
Q70EL1	0.8797369
Q70EL2	0.3944951
Q70HW3	0.49788207
Q70IA6	0.99999535
Q70IA8	0.34983045
Q70J99	0.6716402
Q70SY1	0.44729012
Q70UQ0	0.55577075
Q70YC4	0.92049295
Q70Z35	0.29339793
Q712K3	0.91442746
Q71F23	0.9726227
Q71F56	0.40212896
Q71RC2	0.66684836
Q71RC9	0.9998925
Q71RG4	0.38777
Q71SY5	0.9818308
Q71U36	0.29216737
Q71UM5	0.507191
Q75N03	0.60627425
Q75QN2	0.7980077
Q75VX8	0.26113892
Q765I0	0.22195618
Q765P7	0.6369255
Q76EJ3	0.91494524
Q76FK4	0.9692435
Q76KP1	0.29216355
Q76L83	0.5263145
Q76N32	0.29826763
Q76N89	0.23573321
Q7KYR7	0.22135542
Q7KZ85	0.5438797
Q7KZF4	0.57526124
Q7KZI7	0.18431404
Q7KZN9	0.38834143
Q7L014	0.99170506
Q7L099	0.46483153
Q7L0J3	0.53754616
Q7L0R7	0.51155347
Q7L0Y3	0.72933495
Q7L190	0.9999242
Q7L1Q6	0.9890203
Q7L1V2	0.5292432
Q7L1W4	0.41019028
Q7L211	0.5058424
Q7L266	0.33147666
Q7L273	0.62862706
Q7L2E3	0.5289461
Q7L2H7	0.3603635
Q7L2J0	0.57235533
Q7L2K0	0.35585505
Q7L2Z9	0.5531112
Q7L311	0.500252
Q7L3B6	0.5764581
Q7L3S4	0.7583911
Q7L3T8	0.6153189
Q7L4E1	0.59856117
Q7L4I2	0.9758435
Q7L4S7	0.51308894
Q7L523	0.99991703
Q7L590	0.81162816
Q7L5A3	0.7659908
Q7L5A8	0.36717102
Q7L5D6	0.31440437
Q7L5L3	0.44602358
Q7L5N1	0.4875975
Q7L5N7	0.494809
Q7L5Y6	0.44107482
Q7L5Y9	0.5479304
Q7L622	0.99927074
Q7L7X3	1.0
Q7L804	0.7351399
Q7L8C5	0.97346556
Q7L8J4	0.64123213
Q7L8W6	0.9998517
Q7L945	0.38433746
Q7L9B9	0.99996257
Q7L9L4	0.9983798
Q7LBC6	0.6628018
Q7LBE3	0.54745454
Q7LBR1	0.34150162
Q7LC44	0.46967432
Q7LFL8	0.5173428
Q7LFX5	0.67020893
Q7LG56	0.49680018
Q7LGA3	0.47335243
Q7LGC8	0.39141524
Q7M4L6	0.45911965
Q7RTN6	0.7074278
Q7RTP6	0.41304862
Q7RTR2	0.38928488
Q7RTR8	0.6365227
Q7RTS1	0.5194943
Q7RTS3	0.36733025
Q7RTS9	0.4725575
Q7RTT5	0.9616916
Q7RTT9	0.14425272
Q7RTV0	0.5080691
Q7RTV2	0.65643615
Q7RTV3	0.9440284
Q7RTX9	0.46477872
Q7RTY0	0.4382858
Q7RTY1	0.80789477
Q7Z2E3	0.54828537
Q7Z2F6	0.28335965
Q7Z2K6	0.5971276
Q7Z2K8	0.9071729
Q7Z2T5	0.6655114
Q7Z2W4	0.5746761
Q7Z2W9	0.49186587
Q7Z2X4	0.2635377
Q7Z2Y5	0.38279366
Q7Z2Z1	0.6865436
Q7Z2Z2	0.4054646
Q7Z304	0.6107032
Q7Z309	0.7722746
Q7Z333	0.61108845
Q7Z340	0.9717575
Q7Z353	0.586841
Q7Z388	0.88729054
Q7Z392	0.8074704
Q7Z398	0.53636235
Q7Z3B1	0.5295157
Q7Z3B3	0.6680258
Q7Z3B4	0.3389083
Q7Z3C6	0.64254236
Q7Z3D4	0.5718078
Q7Z3D6	0.3460334
Q7Z3E1	0.111086264
Q7Z3E2	0.90728056
Q7Z3E5	0.96585023
Q7Z3F1	0.9875864
Q7Z3G6	0.9930814
Q7Z3I7	0.44179755
Q7Z3J2	0.473344
Q7Z3J3	0.60582197
Q7Z3K3	0.8667758
Q7Z3K6	0.3059106
Q7Z3Q1	0.21312897
Q7Z3T8	0.9880723
Q7Z3U7	0.4475729
Q7Z3V4	0.9337853
Q7Z3V5	0.5053842
Q7Z3Z0	0.59913385
Q7Z3Z4	0.8047777
Q7Z401	0.9999958
Q7Z402	0.9557409
Q7Z406	0.3946994
Q7Z417	0.5156647
Q7Z419	0.42806306
Q7Z422	0.5211721
Q7Z429	0.7420566
Q7Z434	0.49163172
Q7Z449	0.75588024
Q7Z465	0.8908531
Q7Z478	0.4875628
Q7Z4F1	0.62402487
Q7Z4G4	0.8493098
Q7Z4H3	0.9414561
Q7Z4H7	0.90837246
Q7Z4H8	0.55156875
Q7Z4H9	0.4714462
Q7Z4I7	0.38313884
Q7Z4K8	0.45156154
Q7Z4L5	0.52746683
Q7Z4N2	0.5279532
Q7Z4Q2	0.50786036
Q7Z4S6	0.08963809
Q7Z4V0	0.746554
Q7Z4V5	0.53205335
Q7Z4W1	0.98334944
Q7Z4Y8	0.4786179
Q7Z570	0.75782216
Q7Z572	0.99252725
Q7Z589	0.57908165
Q7Z591	0.84803253
Q7Z5H3	0.415055
Q7Z5J1	0.9923768
Q7Z5J4	0.41211843
Q7Z5J8	0.51484585
Q7Z5L2	0.8909313
Q7Z5L9	0.29355842
Q7Z5M5	0.7331147
Q7Z5M8	0.8832305
Q7Z5N4	0.44197407
Q7Z5P4	0.95971626
Q7Z5Q1	0.48394635
Q7Z5Q5	0.44912118
Q7Z5R6	0.3844283
Q7Z5S9	0.729052
Q7Z5U6	0.5020359
Q7Z5W3	0.20823854
Q7Z5Y7	0.5609499
Q7Z601	0.7796869
Q7Z614	0.46211943
Q7Z624	0.48189566
Q7Z628	0.5248172
Q7Z692	0.99881846
Q7Z695	0.39860377
Q7Z698	0.24501026
Q7Z699	0.39810202
Q7Z6B0	0.34057835
Q7Z6B7	0.73615843
Q7Z6E9	0.9998747
Q7Z6G3	0.8355668
Q7Z6G8	0.38002914
Q7Z6I5	0.29962906
Q7Z6I6	0.51619035
Q7Z6I8	0.41708153
Q7Z6J0	0.90279865
Q7Z6J2	0.94372797
Q7Z6J6	0.7969382
Q7Z6J8	0.95263547
Q7Z6K1	0.4551851
Q7Z6K3	0.8666453
Q7Z6K4	0.47513613
Q7Z6L0	0.25404656
Q7Z6L1	0.9772307
Q7Z6M1	0.35769582
Q7Z6M2	0.5965386
Q7Z6M4	0.36292124
Q7Z6V5	0.5189733
Q7Z6Z7	0.37242165
Q7Z713	0.9762941
Q7Z736	0.5505243
Q7Z739	0.8820928
Q7Z794	0.28563744
Q7Z7A1	0.4909667
Q7Z7A4	0.3229974
Q7Z7B0	0.17346397
Q7Z7B1	0.46383283
Q7Z7C8	0.37010235
Q7Z7D3	0.57017803
Q7Z7E8	0.70506215
Q7Z7F0	0.830293
Q7Z7F7	0.85665697
Q7Z7G1	0.9999975
Q7Z7G8	0.60088664
Q7Z7H8	0.47417718
Q7Z7J5	0.46745083
Q7Z7J7	0.9763495
Q7Z7K2	0.7185793
Q7Z7L1	0.48692134
Q7Z7L7	0.20874076
Q7Z7L8	0.41593075
Q7Z7L9	0.5371795
Q7Z7M9	0.8873268
Q7Z7N9	0.9625247
Q86SE5	0.49231267
Q86SE8	0.9703049
Q86SE9	0.99977165
Q86SF2	0.96956235
Q86SG2	0.44399184
Q86SI9	0.5362871
Q86SJ2	0.44264743
Q86SQ0	0.46025088
Q86SQ7	0.35170683
Q86SQ9	0.56662464
Q86SR1	0.31596896
Q86SX3	0.75520784
Q86SX6	0.6462998
Q86SZ2	0.85106206
Q86T13	0.63621247
Q86T24	0.84605634
Q86T29	0.6563275
Q86T65	0.5137726
Q86T75	0.665336
Q86T82	0.99905246
Q86T90	0.999995
Q86T96	0.3017383
Q86TA1	0.34983045
Q86TB3	0.39566547
Q86TB9	0.9993975
Q86TC9	0.44633502
Q86TE4	0.7770286
Q86TG1	0.9029817
Q86TG7	0.39568332
Q86TH1	0.99928707
Q86TI0	0.5062837
Q86TI2	0.35424867
Q86TJ2	0.9048891
Q86TJ5	0.98791635
Q86TL2	0.13570803
Q86TM6	0.5984253
Q86TN4	0.6772717
Q86TP1	0.27783203
Q86TS9	0.7128335
Q86TU7	0.7612636
Q86TV6	0.88960576
Q86TW2	0.29652297
Q86TX2	0.45081395
Q86TY3	0.31191453
Q86TZ1	0.8197045
Q86U06	0.48850432
Q86U38	0.7895524
Q86U70	0.37432003
Q86U86	0.5892398
Q86U90	0.5508307
Q86UA1	0.64394176
Q86UA6	0.9456089
Q86UB2	0.74384624
Q86UB9	0.84902006
Q86UC2	0.9228957
Q86UD0	0.63624597
Q86UD1	0.8433567
Q86UD3	0.3461718
Q86UD4	0.52300465
Q86UD5	0.5241631
Q86UE3	0.49412537
Q86UE4	0.63969314
Q86UF1	0.80543494
Q86UF4	0.48643592
Q86UK0	0.49696746
Q86UK5	0.3803392
Q86UK7	0.8160555
Q86UP0	0.46924216
Q86UP2	0.93493
Q86UP3	0.41886973
Q86UP6	0.88901174
Q86UP8	0.31200886
Q86UP9	0.5211557
Q86UQ0	0.5304612
Q86UQ4	0.9972339
Q86UR1	0.62366074
Q86US8	0.92927104
Q86UT6	0.44528517
Q86UT8	0.42864022
Q86UU0	0.23573422
Q86UU1	0.55175155
Q86UV5	0.76414347
Q86UV6	0.73876816
Q86UV7	0.73876816
Q86UW2	0.676449
Q86UW6	0.7185153
Q86UW7	0.70330065
Q86UW9	0.33609617
Q86UX2	0.72535956
Q86UX7	0.5999553
Q86UY5	0.38538027
Q86UY6	0.8424909
Q86UY8	0.37380764
Q86UZ6	0.31571662
Q86V15	0.53682286
Q86V20	0.2818157
Q86V21	0.9726104
Q86V25	0.39256394
Q86V42	0.21597886
Q86V48	0.93146425
Q86V59	0.5913528
Q86V71	0.21149258
Q86V81	0.732778
Q86V85	0.94153154
Q86V86	0.47267666
Q86V87	0.21401812
Q86V88	0.3059657
Q86VB7	0.12702419
Q86VD7	0.4534107
Q86VD9	0.9932573
Q86VE0	0.5621083
Q86VE9	0.4788186
Q86VF2	0.44234315
Q86VF5	0.4209881
Q86VG3	0.6376838
Q86VI1	0.976987
Q86VI3	0.9999999
Q86VI4	0.48176345
Q86VK4	0.9563231
Q86VM9	0.8169839
Q86VN1	0.91068125
Q86VP1	0.9714711
Q86VP3	0.32373518
Q86VP6	0.92404896
Q86VQ1	0.9040964
Q86VQ3	0.54844576
Q86VQ6	0.8365679
Q86VR2	0.93547696
Q86VR7	0.63781995
Q86VR8	0.99602747
Q86VS3	0.42467153
Q86VS8	0.48400164
Q86VU5	0.39535648
Q86VV4	0.54118395
Q86VW0	0.53572595
Q86VW2	0.99955803
Q86VX2	0.9113033
Q86VX9	0.22117573
Q86VY4	0.50373447
Q86VZ4	0.66802794
Q86VZ6	0.9770049
Q86W11	0.5919449
Q86W24	0.37085575
Q86W26	0.6879743
Q86W33	0.69192594
Q86W34	0.96272147
Q86W42	0.5512782
Q86W47	0.3287759
Q86W50	0.5560796
Q86W54	0.3110168
Q86W56	0.97994
Q86W74	0.5625843
Q86W92	0.53711224
Q86WA6	0.5755371
Q86WA9	0.5698595
Q86WB0	0.5914047
Q86WC4	0.9795201
Q86WG5	0.5545703
Q86WH2	0.2663325
Q86WI3	0.7378129
Q86WJ1	0.4934653
Q86WK6	0.9375678
Q86WK9	0.4557645
Q86WN1	0.8859046
Q86WP2	0.98312473
Q86WQ0	0.20529424
Q86WR0	0.8331528
Q86WR6	0.9137928
Q86WR7	0.39354512
Q86WT1	0.76361924
Q86WU2	0.15222836
Q86WV1	0.390015
Q86WW8	0.5026266
Q86WX3	0.95547676
Q86WZ6	0.5890551
Q86X02	0.4682762
Q86X10	0.5446169
Q86X19	0.41578504
Q86X24	0.3517702
Q86X27	0.5698674
Q86X29	0.44912705
Q86X40	0.59278417
Q86X51	0.5340668
Q86X53	0.96317965
Q86X55	0.4493999
Q86X60	0.9904971
Q86X67	0.22891563
Q86X83	0.95393425
Q86X95	0.899044
Q86XD5	0.48054847
Q86XD8	0.41851798
Q86XE0	0.50895286
Q86XF0	0.72113454
Q86XF7	0.31874937
Q86XH1	0.2952437
Q86XI2	0.78542465
Q86XI6	0.32057482
Q86XI8	0.3442224
Q86XJ0	0.4733363
Q86XK2	0.42655706
Q86XK7	0.52082235
Q86XL3	0.42136717
Q86XN7	0.76713866
Q86XP3	0.74304014
Q86XR5	0.41055873
Q86XR8	0.19597232
Q86XT2	0.7313947
Q86XT4	0.73876816
Q86XU0	0.4126577
Q86XX4	0.76982015
Q86XZ4	0.380834
Q86Y01	0.49068743
Q86Y07	0.24967498
Q86Y13	0.89508414
Q86Y25	0.56942904
Q86Y37	0.45883933
Q86Y39	0.5599007
Q86Y56	0.37051168
Q86Y78	0.40783992
Q86Y82	0.4938846
Q86Y91	0.8219517
Q86Y97	0.2595336
Q86YA3	0.41397014
Q86YB7	0.2861553
Q86YC2	0.33451012
Q86YD1	0.59943265
Q86YD3	0.99304056
Q86YD5	0.5432802
Q86YE8	0.49206668
Q86YF9	0.34059513
Q86YH2	0.57927173
Q86YH6	0.5598868
Q86YJ7	0.39660046
Q86YL5	0.9999988
Q86YM7	0.4929762
Q86YN6	0.44569167
Q86YP4	0.5743363
Q86YR5	0.9513863
Q86YR7	0.32879668
Q86YS6	0.45855564
Q86YS7	0.27682546
Q86YT5	0.24356803
Q86YT6	0.9488457
Q86YV5	0.46677086
Q86YW9	0.9963307
Q86YZ3	0.33286262
Q86Z02	0.51565236
Q86Z20	0.38929254
Q8HWS3	0.698221
Q8IU57	0.358777
Q8IU60	0.9646198
Q8IU68	0.7333535
Q8IU81	0.4432034
Q8IU85	0.4283505
Q8IU89	0.46124494
Q8IUA7	0.1934567
Q8IUC6	0.21357273
Q8IUD2	0.96193624
Q8IUD6	0.96121854
Q8IUE1	0.44666052
Q8IUE6	0.35361555
Q8IUF1	0.18138747
Q8IUF8	0.64122427
Q8IUG5	0.28980672
Q8IUH3	0.4447413
Q8IUH4	0.8931101
Q8IUH5	0.9904467
Q8IUI8	0.9320096
Q8IUQ4	0.5201942
Q8IUR0	0.91888916
Q8IUR5	0.36093548
Q8IUR6	0.38399678
Q8IUR7	0.73944545
Q8IUS5	0.66160756
Q8IUW3	0.4978712
Q8IUW5	0.20048024
Q8IUX1	0.47432706
Q8IUX4	0.3369824
Q8IUX7	0.9923753
Q8IUY3	0.9893462
Q8IUZ5	0.59995365
Q8IV03	0.9995927
Q8IV04	0.9124683
Q8IV13	0.995545
Q8IV31	0.508167
Q8IV32	0.6788379
Q8IV36	0.4938931
Q8IV38	0.36626795
Q8IV42	0.47801235
Q8IV45	0.9473779
Q8IV48	0.84884185
Q8IV50	0.9839166
Q8IV56	0.9980994
Q8IV63	0.95714
Q8IV76	0.7808374
Q8IVA1	0.6874022
Q8IVB5	0.38695422
Q8IVC4	0.9995359
Q8IVD9	0.18490154
Q8IVE3	0.4939912
Q8IVF2	0.4709672
Q8IVF5	0.85002226
Q8IVF6	0.994622
Q8IVF7	0.9682654
Q8IVG5	0.3822608
Q8IVH2	0.9614057
Q8IVH4	0.65681964
Q8IVI9	0.5901061
Q8IVJ1	0.506533
Q8IVL0	0.9361085
Q8IVL1	0.446891
Q8IVL6	0.39855036
Q8IVM0	0.27686104
Q8IVN8	0.2132444
Q8IVQ6	0.45025668
Q8IVS2	0.14413373
Q8IVS8	0.6001939
Q8IVT2	0.71106154
Q8IVU3	0.8514032
Q8IVU9	0.57002974
Q8IVV7	0.9399922
Q8IVW4	0.9991899
Q8IVW6	0.25580695
Q8IVY1	0.99943835
Q8IW00	0.8241396
Q8IW19	0.48224658
Q8IW35	0.46342403
Q8IW36	0.9952931
Q8IW40	0.6607374
Q8IW41	0.4694727
Q8IW50	0.65867347
Q8IW92	0.5331605
Q8IW93	0.9185709
Q8IWA0	0.22029428
Q8IWA4	0.38383
Q8IWA5	0.71718544
Q8IWB1	0.9954372
Q8IWB6	0.9999329
Q8IWB9	0.36086467
Q8IWC1	0.41969934
Q8IWD4	0.9580921
Q8IWE2	0.4128764
Q8IWE4	0.49385622
Q8IWF6	0.95248806
Q8IWF9	0.6928191
Q8IWI9	0.35703832
Q8IWJ2	0.55818
Q8IWL3	0.8921426
Q8IWP9	0.37083828
Q8IWQ3	0.8573866
Q8IWR0	0.5861655
Q8IWR1	0.9757506
Q8IWS0	0.9979796
Q8IWT0	0.38352054
Q8IWT3	0.24321853
Q8IWU2	0.99990964
Q8IWV1	0.84831655
Q8IWV7	0.67197895
Q8IWV8	0.4548379
Q8IWW8	0.9947115
Q8IWX7	0.30342814
Q8IWY8	0.4876228
Q8IWY9	0.39189425
Q8IWZ5	0.7939579
Q8IWZ8	0.659166
Q8IX01	0.93690634
Q8IX03	0.8557823
Q8IX04	0.8199779
Q8IX07	0.99314475
Q8IX12	0.8874134
Q8IX15	0.9974819
Q8IX18	0.26430416
Q8IX21	0.8534694
Q8IX29	0.9553314
Q8IX30	0.25020686
Q8IX90	0.46726164
Q8IXF0	0.48434865
Q8IXH7	0.9811001
Q8IXH8	0.37023127
Q8IXI1	0.53366375
Q8IXJ6	0.7613863
Q8IXJ9	0.999833
Q8IXK0	0.7190274
Q8IXL6	0.6979792
Q8IXM2	0.57970583
Q8IXM3	0.8523943
Q8IXM6	0.43403387
Q8IXN7	0.9945886
Q8IXQ3	0.5840721
Q8IXQ4	0.99905163
Q8IXQ5	0.5155472
Q8IXQ6	0.362983
Q8IXR5	0.36356804
Q8IXS2	0.6073085
Q8IXS8	0.54962397
Q8IXT1	0.3148409
Q8IXT5	0.6797428
Q8IXU6	0.43213135
Q8IXV7	0.6277235
Q8IXW0	0.95709246
Q8IXW5	0.9703593
Q8IXX5	0.17668858
Q8IXY8	0.7041203
Q8IXZ2	0.67809176
Q8IXZ3	0.4540504
Q8IY18	0.9926374
Q8IY21	0.6274848
Q8IY22	0.7649099
Q8IY26	0.97779065
Q8IY31	0.44074664
Q8IY34	0.9003019
Q8IY37	0.8821013
Q8IY42	0.31065652
Q8IY45	0.4877159
Q8IY47	0.9987534
Q8IY50	0.39214477
Q8IY51	0.7327363
Q8IY57	0.56330436
Q8IY63	0.6242936
Q8IY67	0.48772848
Q8IY81	0.9999994
Q8IY84	0.50442773
Q8IY85	0.9401455
Q8IY92	0.31162003
Q8IY95	0.7630661
Q8IYA6	0.27498582
Q8IYA7	0.84999835
Q8IYA8	0.5718715
Q8IYB1	0.607869
Q8IYB3	1.0
Q8IYB5	0.42382056
Q8IYB8	0.8839652
Q8IYD1	0.357235
Q8IYD8	0.39173838
Q8IYD9	0.45888788
Q8IYE0	0.9934901
Q8IYE1	0.3950563
Q8IYI0	0.9571905
Q8IYI6	0.31688598
Q8IYI8	0.23404777
Q8IYJ0	0.43479502
Q8IYJ2	0.7541088
Q8IYK4	0.98314464
Q8IYL2	0.44414485
Q8IYL3	0.7003987
Q8IYL9	0.3236695
Q8IYM1	0.3716219
Q8IYM9	0.9335384
Q8IYN2	0.5337181
Q8IYP9	0.5267493
Q8IYQ7	0.9654319
Q8IYR0	0.18138656
Q8IYR2	0.99917847
Q8IYS0	0.62793463
Q8IYS1	0.37235445
Q8IYS2	0.6162488
Q8IYS4	0.99779654
Q8IYT2	0.41991103
Q8IYT3	0.94355214
Q8IYT4	0.5605835
Q8IYU2	0.39286378
Q8IYU8	0.5502071
Q8IYW5	0.49027625
Q8IYX8	0.31736308
Q8IYY4	0.40513974
Q8IZ02	0.8364921
Q8IZ07	0.69359326
Q8IZ13	0.67794335
Q8IZ16	0.99903333
Q8IZ21	0.41902688
Q8IZ26	0.349592
Q8IZ40	0.999522
Q8IZ41	0.23019253
Q8IZ52	0.9877523
Q8IZ57	0.9161398
Q8IZ63	0.98467964
Q8IZ69	0.99557745
Q8IZ73	0.33804828
Q8IZ81	0.34883836
Q8IZ83	0.74623567
Q8IZ96	0.47218934
Q8IZA0	0.80202776
Q8IZC4	0.51199764
Q8IZD0	0.9564547
Q8IZD4	0.9984456
Q8IZD9	0.59156775
Q8IZE3	0.98220557
Q8IZF3	0.98863095
Q8IZF4	0.3972
Q8IZH2	0.49657267
Q8IZJ4	0.2811859
Q8IZK6	0.61089057
Q8IZL2	0.99394023
Q8IZL8	0.9991296
Q8IZL9	0.40893447
Q8IZM8	0.30822837
Q8IZM9	0.48154566
Q8IZN3	0.99051076
Q8IZP0	0.9853615
Q8IZP1	0.9678104
Q8IZP7	0.5625366
Q8IZP9	0.58172274
Q8IZQ1	0.32820854
Q8IZQ5	0.66240174
Q8IZR5	0.7908096
Q8IZS8	0.45752448
Q8IZT6	0.5565435
Q8IZU0	0.4883719
Q8IZU2	0.6717098
Q8IZU8	0.43123016
Q8IZV2	0.5119541
Q8IZV5	0.577376
Q8IZY2	0.8585478
Q8N0S2	0.42440838
Q8N0T1	0.79569685
Q8N0U4	0.7093478
Q8N0U8	0.5604595
Q8N0V3	0.25725007
Q8N0V4	0.5511228
Q8N0V5	0.97104645
Q8N0W3	0.77641475
Q8N0W5	0.99628276
Q8N0X2	0.4791752
Q8N0X4	0.5530185
Q8N0X7	0.5759732
Q8N0Y2	0.44344622
Q8N0Y3	0.5264923
Q8N0Y7	0.41861123
Q8N0Z3	0.41496456
Q8N0Z6	0.43988183
Q8N0Z8	0.9789955
Q8N0Z9	0.36146918
Q8N108	0.40876514
Q8N111	0.56523955
Q8N122	0.9259025
Q8N128	1.0
Q8N129	0.9989802
Q8N131	0.9911146
Q8N135	0.5118695
Q8N136	0.6346068
Q8N137	0.82353586
Q8N138	0.314754
Q8N139	0.4404337
Q8N140	0.8511729
Q8N141	0.460996
Q8N143	0.5818219
Q8N145	0.76758325
Q8N157	0.53324014
Q8N158	0.67330056
Q8N159	0.31395212
Q8N163	0.9006179
Q8N165	0.56290895
Q8N183	0.66654676
Q8N184	0.42433846
Q8N187	0.953845
Q8N1A0	0.9951906
Q8N1A6	0.68229085
Q8N1B3	0.36233887
Q8N1D0	0.5301303
Q8N1D5	0.4641177
Q8N1E6	0.482074
Q8N1F8	0.61219925
Q8N1G0	0.40514666
Q8N1G1	0.6924921
Q8N1G2	0.5801955
Q8N1G4	0.96664864
Q8N1H7	0.71867716
Q8N1I0	0.57661575
Q8N1L9	0.9982838
Q8N1P7	0.37887764
Q8N1Q1	0.99998534
Q8N1S5	0.3287574
Q8N1W1	0.18494387
Q8N1W2	0.7813781
Q8N201	0.4388898
Q8N228	0.27088934
Q8N257	0.42683145
Q8N264	0.39413506
Q8N271	0.31908414
Q8N2C3	0.084739715
Q8N2C7	0.87011623
Q8N2E2	0.513099
Q8N2F6	0.44496167
Q8N2G6	0.51081246
Q8N2H3	0.37731028
Q8N2H9	0.7423154
Q8N2I2	0.62872803
Q8N2I9	0.38874707
Q8N2M4	0.5324462
Q8N2M8	0.6217916
Q8N2N9	0.5617491
Q8N2Q7	0.50727755
Q8N2R0	0.5485764
Q8N2R8	0.5755341
Q8N2U0	0.9708858
Q8N2U9	0.54336524
Q8N300	0.833405
Q8N307	0.36512193
Q8N309	0.6081126
Q8N319	0.95205694
Q8N336	0.84890574
Q8N344	0.41846934
Q8N350	0.52520865
Q8N357	0.7363249
Q8N365	0.467488
Q8N371	0.7826905
Q8N392	0.9178243
Q8N393	0.92753726
Q8N394	0.34213164
Q8N398	0.82807994
Q8N3A8	0.31461835
Q8N3C0	0.6449732
Q8N3C7	0.9138828
Q8N3D4	0.9862568
Q8N3E9	0.27057025
Q8N3F0	0.38373822
Q8N3F8	0.6842079
Q8N3F9	0.99579155
Q8N3G9	0.40610662
Q8N3J2	0.39138493
Q8N3J3	0.31643417
Q8N3J5	0.4662387
Q8N3J9	0.4495683
Q8N3P4	0.43132642
Q8N3R9	0.52209455
Q8N3S3	0.6186352
Q8N3T1	0.17238247
Q8N3T6	0.56047875
Q8N3V7	0.59554064
Q8N3X1	0.655465
Q8N3X6	0.4944463
Q8N3Y1	0.35183033
Q8N3Z3	0.8129703
Q8N3Z6	0.9822534
Q8N413	0.6392961
Q8N414	0.5117606
Q8N428	0.3399696
Q8N431	0.5350556
Q8N441	0.9835173
Q8N442	0.55131394
Q8N443	0.8392412
Q8N448	0.88327587
Q8N465	0.50790745
Q8N474	0.9146332
Q8N485	0.3839165
Q8N488	0.3607641
Q8N490	0.6174484
Q8N4A0	0.77451396
Q8N4C6	0.9989962
Q8N4C7	0.18020688
Q8N4F0	0.97946495
Q8N4H5	0.41147515
Q8N4L1	0.91647375
Q8N4L8	0.9770972
Q8N4N3	0.29069003
Q8N4N8	0.3628523
Q8N4P2	0.76361924
Q8N4P3	0.5881251
Q8N4Q0	0.795354
Q8N4Q1	0.41033304
Q8N4S0	0.38427
Q8N4S7	0.72736675
Q8N4S9	0.33353162
Q8N4U5	0.951409
Q8N4W6	0.6558634
Q8N4X5	0.9077431
Q8N4Z0	0.13787451
Q8N531	0.43797094
Q8N539	0.22911122
Q8N543	0.8617883
Q8N554	0.86324024
Q8N556	0.5856491
Q8N565	0.9464729
Q8N567	0.2616772
Q8N573	0.9855804
Q8N584	0.21941267
Q8N587	0.5870042
Q8N594	0.99996495
Q8N5A5	0.57322127
Q8N5B7	0.99324244
Q8N5C1	0.39366126
Q8N5C6	0.44415396
Q8N5C7	0.999969
Q8N5C8	0.58948994
Q8N5D0	0.96644396
Q8N5F7	0.42721406
Q8N5G0	0.48668242
Q8N5G2	0.32763186
Q8N5I2	0.40284187
Q8N5I3	0.97722465
Q8N5I4	0.39998078
Q8N5I9	0.461229
Q8N5J2	0.6045505
Q8N5K1	0.31968546
Q8N5L8	0.5766175
Q8N5M1	0.9833173
Q8N5M4	0.3752426
Q8N5M9	0.6336953
Q8N5N7	0.99825436
Q8N5P1	0.6765085
Q8N5S9	0.35824886
Q8N5T2	0.36965165
Q8N5U6	0.48372668
