UniprotEntry	task	split	label	source_sheet	Gene name	Organism	Organism ID	length	Hydropathy	FCR	IDR	LCR	PScore	PLAAC	catGRANULE	DeepCoil
Q9CZ15	PdPS	train	0	NoPS	Gins1	Mus musculus	10090	196	0.440589569160998	0.295918367346938	0.0	0.0	-1.14	-0.46	-0.134	0
Q9CQV4	PdPS	train	0	NoPS	Retreg3	Mus musculus	10090	466	0.480090605627084	0.223175965665236	0.11587982832618	0.0836909871244635	0.53	-0.189	-0.178645	0
Q9JL19	PdPS	train	0	NoPS	Ncoa6	Mus musculus	10090	2067	0.421448153523626	0.123367198838896	0.255926463473633	0.160619254958877	5.0	0.838	1.19118	0
Q9CXU1	PdPS	train	0	NoPS	Med31	Mus musculus	10090	131	0.432654792196777	0.236641221374045	0.0	0.0839694656488549		-0.314	-0.873866	0
Q3U829	PdPS	train	0	NoPS	Ap5z1	Mus musculus	10090	807	0.507104502271788	0.203221809169764	0.0	0.0780669144981412	1.34	-0.186	-0.591099	0
P19788	PdPS	train	0	NoPS	Mgp	Mus musculus	10090	104	0.41559829059829	0.269230769230769	0.567307692307692	0.144230769230769		-0.224	-1.17401	0
Q8R4K8	PdPS	train	0	NoPS	Pappa	Mus musculus	10090	1624	0.45074575807334	0.201970443349753	0.00246305418719211	0.0597290640394088	3.6	-0.156	0.79869	0
Q9CX13	PdPS	train	0	NoPS	Cnih4	Mus musculus	10090	139	0.597282174260591	0.129496402877697	0.0	0.0		-0.361	-1.85932	0
Q5NCY3	PdPS	train	0	NoPS	Cyb5d1	Mus musculus	10090	228	0.432894736842105	0.25	0.0	0.0	-0.21	-0.267	0.0609803	0
Q61207	PdPS	train	0	NoPS	Psap	Mus musculus	10090	557	0.491362457610215	0.206463195691202	0.0	0.0610412926391382	0.08	-0.232	-0.524368	0
Q3TL26	PdPS	train	0	NoPS	Tfb2m	Mus musculus	10090	396	0.456200897867565	0.255050505050505	0.0	0.0	-0.2	-0.394	-0.0119412	0
Q8K2H6	PdPS	train	0	NoPS	Anapc10	Mus musculus	10090	185	0.426486486486486	0.232432432432432	0.0162162162162162	0.0	-0.62	-0.316	-0.269682	0
P84086	PdPS	train	0	NoPS	Cplx2	Mus musculus	10090	134	0.34792703150912	0.470149253731343	1.0	0.305970149253731		-0.694	0.486715	0
Q80W68	PdPS	train	0	NoPS	Kirrel1	Mus musculus	10090	789	0.462399662019436	0.210392902408111	0.0	0.0557667934093789	2.48	-0.037	0.468142	0
P28662	PdPS	train	0	NoPS	Bri3	Mus musculus	10090	125	0.523644444444444	0.12	0.128	0.264		-0.087	-0.803966	0
Q9Z1W9	PdPS	train	0	NoPS	Stk39	Mus musculus	10090	556	0.468085531574741	0.246402877697841	0.0629496402877697	0.0935251798561151	0.21	-0.005	0.341885	0
Q9CWB7	PdPS	train	0	NoPS	0	Mus musculus	10090	115	0.471400966183574	0.226086956521739	0.0	0.0		-0.495	-1.16594	0
Q504P2	PdPS	train	0	NoPS	Clec12a	Mus musculus	10090	267	0.439117769454847	0.277153558052434	0.0	0.0898876404494382	-0.65	-0.334	-0.133575	0
P55264	PdPS	train	0	NoPS	Adk	Mus musculus	10090	361	0.469282856263466	0.260387811634349	0.00554016620498615	0.0	0.18	-0.388	0.330842	0
Q6PAJ1	PdPS	train	0	NoPS	Bcr	Mus musculus	10090	1270	0.431154855643043	0.269291338582677	0.24251968503937	0.124409448818897	3.22	-0.08	0.83667	0
Q9WTL8	PdPS	train	0	NoPS	Arntl	Mus musculus	10090	632	0.447239803094235	0.243670886075949	0.0680379746835443	0.0174050632911392	1.97	-0.117	0.860879	0
B1ATG9	PdPS	train	0	NoPS	Trabd2b	Mus musculus	10090	517	0.463077584354178	0.181818181818181	0.0	0.187620889748549	1.7	-0.21	-0.195111	0
Q9R0Y1	PdPS	train	0	NoPS	Asic5	Mus musculus	10090	495	0.481369248035914	0.193939393939393	0.00202020202020202	0.0545454545454545	-0.16	-0.262	0.351196	0
Q9D824	PdPS	train	0	NoPS	Fip1l1	Mus musculus	10090	581	0.363300822336966	0.332185886402753	0.586919104991394	0.371772805507745	2.88	-0.105	1.27124	0
Q8R4D1	PdPS	train	0	NoPS	Slc9a8	Mus musculus	10090	576	0.541531635802469	0.166666666666666	0.0208333333333333	0.0954861111111111	-0.2	-0.268	-0.0199619	0
Q8K2X2	PdPS	train	0	NoPS	Rbm48	Mus musculus	10090	371	0.423899371069182	0.272237196765498	0.0	0.0296495956873315	1.95	-0.191	0.261596	0
Q69ZU6	PdPS	train	0	NoPS	Thsd7a	Mus musculus	10090	1645	0.431644714623438	0.238297872340425	0.0	0.0407294832826747	3.04	-0.222	0.753898	0
Q9EPB4	PdPS	train	0	NoPS	Pycard	Mus musculus	10090	193	0.477892918825561	0.248704663212435	0.0	0.0725388601036269	-1.43	-0.348	-0.571888	0
P15265	PdPS	train	0	NoPS	Smcp	Mus musculus	10090	143	0.401476301476301	0.153846153846153	1.0	0.657342657342657	3.79	-0.261	-2.591	0
Q9JL60	PdPS	train	0	NoPS	Gmeb1	Mus musculus	10090	562	0.473289837880587	0.217081850533807	0.0	0.0765124555160142	0.87	-0.104	0.078933	0
O54782	PdPS	train	0	NoPS	Man2b2	Mus musculus	10090	1018	0.463763370443135	0.174852652259332	0.0	0.0363457760314341	2.01	-0.014	0.454224	0
Q60961	PdPS	train	0	NoPS	Laptm4a	Mus musculus	10090	233	0.560276585598473	0.141630901287553	0.0	0.15450643776824	-0.06	-0.265	-1.49974	0
Q8CFE4	PdPS	train	0	NoPS	Scyl2	Mus musculus	10090	930	0.471911589008368	0.193548387096774	0.0365591397849462	0.0709677419354838	2.35	0.329	0.506987	0
Q3TXZ1	PdPS	train	0	NoPS	Znf575	Mus musculus	10090	239	0.392747559274755	0.196652719665271	0.251046025104602	0.138075313807531	1.63	-0.19	-0.787271	0
Q8QZW3	PdPS	train	0	NoPS	Fam151a	Mus musculus	10090	608	0.495723684210527	0.171052631578947	0.03125	0.0	0.79	-0.15	-0.0244052	0
Q8BWU8	PdPS	train	0	NoPS	Etnppl	Mus musculus	10090	499	0.464662658650635	0.250501002004008	0.0	0.0	1.23	-0.295	0.741695	0
Q61152	PdPS	train	0	NoPS	Ptpn18	Mus musculus	10090	453	0.452759381898456	0.218543046357615	0.0949227373068432	0.0	1.55	-0.134	0.168141	0
Q8BGC1	PdPS	train	0	NoPS	0	Mus musculus	10090	442	0.464630467571642	0.2420814479638	0.0	0.0339366515837104	0.7	-0.267	-0.0441548	0
Q99PG6	PdPS	train	0	NoPS	Tas1r1	Mus musculus	10090	842	0.526854051200845	0.136579572446555	0.0	0.0605700712589073	0.31	-0.268	0.0410347	0
P38575	PdPS	train	0	NoPS	Upk2	Mus musculus	10090	184	0.545652173913043	0.141304347826086	0.0	0.168478260869565	0.76	-0.219	-0.792776	0
Q8C7Q4	PdPS	train	0	NoPS	Rbm4	Mus musculus	10090	361	0.435457063711912	0.232686980609418	0.0	0.0941828254847645	1.27	-0.053	0.353107	0
P56812	PdPS	train	0	NoPS	Pdcd5	Mus musculus	10090	126	0.402733686067019	0.349206349206349	1.0	0.0952380952380952		-0.347	-0.281672	0
Q3UGR5	PdPS	train	0	NoPS	Hdhd2	Mus musculus	10090	259	0.483268983268981	0.27027027027027	0.0	0.0656370656370656	-0.4	-0.352	-0.297142	0
Q99LE3	PdPS	train	0	NoPS	Lysmd3	Mus musculus	10090	305	0.448743169398908	0.249180327868852	0.108196721311475	0.0327868852459016	0.35	-0.289	0.214828	0
Q8VE97	PdPS	train	0	NoPS	Srsf4	Mus musculus	10090	489	0.302385821404226	0.415132924335378	0.521472392638036	0.533742331288343	3.0	-0.139	1.95253	0
Q8BG36	PdPS	train	0	NoPS	Dmrt2	Mus musculus	10090	561	0.435333729451376	0.256684491978609	0.133689839572192	0.144385026737967	1.4	-0.18	0.335923	0
Q9D8N2	PdPS	train	0	NoPS	Dennd10	Mus musculus	10090	357	0.500560224089634	0.224089635854341	0.0	0.0	-0.13	-0.482	-0.421341	0
Q4G0F8	PdPS	train	0	NoPS	Ubn1	Mus musculus	10090	1135	0.423759177679883	0.259911894273127	0.386784140969162	0.193832599118942	2.96	0.108	1.44799	0
P35991	PdPS	train	0	NoPS	Btk	Mus musculus	10090	659	0.437801382566175	0.262518968133535	0.0	0.0349013657056145	0.19	-0.198	0.534545	0
Q64691	PdPS	train	0	NoPS	Capn3	Mus musculus	10090	821	0.435661117877924	0.272838002436053	0.0	0.0121802679658952	0.86	-0.293	1.04313	0
Q60677	PdPS	train	0	NoPS	Itgae	Mus musculus	10090	1167	0.479729601066363	0.209083119108826	0.0	0.0342759211653813	2.38	-0.05	0.957226	0
Q04592	PdPS	train	0	NoPS	Pcsk5	Mus musculus	10090	1877	0.435861007517898	0.233883857218966	0.0234416622269579	0.0420884389984017	3.97	-0.222	0.859866	0
Q78KK3	PdPS	train	0	NoPS	Slc22a18	Mus musculus	10090	406	0.605008210180624	0.0911330049261083	0.0	0.214285714285714	-0.07	-0.304	-0.548022	0
Q3UKU4	PdPS	train	0	NoPS	Fam83f	Mus musculus	10090	495	0.449090909090908	0.256565656565656	0.0727272727272727	0.0707070707070707	0.58	-0.223	0.664772	0
Q8C4Q6	PdPS	train	0	NoPS	Aida	Mus musculus	10090	305	0.439854280510019	0.298360655737704	0.0	0.114754098360655	0.16	-0.442	0.124297	0
Q9D485	PdPS	train	0	NoPS	Efhc2	Mus musculus	10090	750	0.448148148148151	0.270666666666666	0.0	0.032	0.73	-0.256	0.999257	0
Q64133	PdPS	train	0	NoPS	Maoa	Mus musculus	10090	526	0.475242923531898	0.243346007604562	0.0	0.026615969581749	0.39	-0.315	0.494148	0
Q3UJ81	PdPS	train	0	NoPS	Cnep1r1	Mus musculus	10090	125	0.519644444444444	0.184	0.0	0.0		-0.535	-1.71967	0
P70696	PdPS	train	0	NoPS	H2bc1	Mus musculus	10090	127	0.437182852143481	0.299212598425196	0.858267716535433	0.102362204724409		-0.418	-0.196352	0
P69566	PdPS	train	0	NoPS	Ranbp9	Mus musculus	10090	653	0.445227156712608	0.182235834609494	0.0934150076569678	0.120980091883614	3.96	0.075	0.87233	0
Q8VH51	PdPS	train	0	NoPS	Rbm39	Mus musculus	10090	530	0.427337526205449	0.294339622641509	0.147169811320754	0.256603773584905	0.97	-0.115	0.816153	0
Q8BHJ6	PdPS	train	0	NoPS	Serinc5	Mus musculus	10090	461	0.545167510243432	0.143167028199566	0.0	0.0954446854663774	0.0	-0.382	-0.546813	0
Q9EPQ7	PdPS	train	0	NoPS	Stard5	Mus musculus	10090	213	0.453103808033384	0.239436619718309	0.0	0.0	0.48	-0.287	-0.0801255	0
Q9ESP1	PdPS	train	0	NoPS	Sdf2l1	Mus musculus	10090	221	0.454198089492206	0.18552036199095	0.0	0.176470588235294	1.13	-0.254	1.3777	0
O70139	PdPS	train	0	NoPS	Pkig	Mus musculus	10090	76	0.415058479532163	0.289473684210526	1.0	0.25		-0.398	-0.0290771	0
Q3U2V3	PdPS	train	0	NoPS	Nudt18	Mus musculus	10090	323	0.512452700378397	0.207430340557275	0.0	0.0619195046439628	0.03	-0.416	-0.314082	0
Q8JZW4	PdPS	train	0	NoPS	Cpne5	Mus musculus	10090	593	0.468165636125165	0.220910623946037	0.0472175379426644	0.0556492411467116	0.23	-0.14	0.670734	0
Q9QXT1	PdPS	train	0	NoPS	Dapp1	Mus musculus	10090	280	0.443253968253968	0.253571428571428	0.0	0.0	-0.38	-0.323	0.457213	0
P35347	PdPS	train	0	NoPS	Crhr1	Mus musculus	10090	415	0.529825970548862	0.154216867469879	0.0	0.108433734939759	0.53	-0.202	-0.46476	0
Q8C729	PdPS	train	0	NoPS	Fam126b	Mus musculus	10090	530	0.466415094339621	0.20943396226415	0.0245283018867924	0.0	0.24	-0.143	0.340366	0
P58686	PdPS	train	0	NoPS	Bbln	Mus musculus	10090	83	0.408969210174029	0.253012048192771	1.0	0.0		-0.421	0.0776098	0
Q8CIB6	PdPS	train	0	NoPS	Tmem230	Mus musculus	10090	120	0.532777777777777	0.183333333333333	0.0	0.183333333333333		-0.43	-0.0639533	0
Q3ULD5	PdPS	train	0	NoPS	Mccc2	Mus musculus	10090	563	0.482277481744622	0.218472468916518	0.0	0.0479573712255772	0.48	-0.183	0.979229	0
Q91Z53	PdPS	train	0	NoPS	Grhpr	Mus musculus	10090	328	0.503184281842816	0.204268292682926	0.0	0.0335365853658536	-0.34	-0.263	0.0164661	0
Q32NZ6	PdPS	train	0	NoPS	Tmc5	Mus musculus	10090	967	0.475479719636907	0.190279214064115	0.133402275077559	0.0279214064115822	3.81	0.079	0.728496	0
Q8K013	PdPS	train	0	NoPS	Gtpbp10	Mus musculus	10090	366	0.476593806921677	0.243169398907103	0.0491803278688524	0.112021857923497	2.32	-0.183	1.17687	0
Q9CQQ7	PdPS	train	0	NoPS	Atp5pb	Mus musculus	10090	256	0.483463541666667	0.2421875	0.0	0.0	-0.05	-0.329	-0.235231	0
Q9WU56	PdPS	train	0	NoPS	Pus1	Mus musculus	10090	423	0.439637509850276	0.260047281323877	0.0732860520094562	0.0	-0.01	-0.285	0.951982	0
Q91W20	PdPS	train	0	NoPS	Lrrc26	Mus musculus	10090	331	0.52151728768043	0.166163141993957	0.0332326283987915	0.135951661631419	-0.62	-0.385	-0.945742	0
Q9D9S3	PdPS	train	0	NoPS	Rwdd2a	Mus musculus	10090	292	0.460197869101979	0.23972602739726	0.0	0.0924657534246575	-0.52	-0.262	-0.0776588	0
Q9DB73	PdPS	train	0	NoPS	Cyb5r1	Mus musculus	10090	305	0.484699453551913	0.21311475409836	0.0	0.0721311475409836	-0.17	-0.304	0.128413	0
Q5NCY0	PdPS	train	0	NoPS	Kdm6b	Mus musculus	10090	1641	0.427137924030065	0.198049969530773	0.481413772090188	0.304082876294942	4.54	0.031	0.831263	0
Q7TQH7	PdPS	train	0	NoPS	Lrp10	Mus musculus	10090	713	0.476359669627551	0.182328190743338	0.0	0.218793828892005	3.6	-0.07	0.36134	0
Q9CQB7	PdPS	train	0	NoPS	Lyrm1	Mus musculus	10090	122	0.437522768670309	0.278688524590163	0.336065573770491	0.0		-0.433	-1.03987	0
Q569Z5	PdPS	train	0	NoPS	Ddx46	Mus musculus	10090	1032	0.398654177433248	0.367248062015503	0.239341085271317	0.250968992248062	0.82	-0.31	1.45642	0
Q5I012	PdPS	train	0	NoPS	Slc38a10	Mus musculus	10090	1090	0.464362895005099	0.233027522935779	0.516513761467889	0.0853211009174312	1.82	-0.251	1.0758	0
Q64092	PdPS	train	0	NoPS	Tfe3	Mus musculus	10090	572	0.44710567210567	0.216783216783216	0.136363636363636	0.262237762237762	1.52	-0.035	0.142543	0
A7DTG3	PdPS	train	0	NoPS	Sertad4	Mus musculus	10090	377	0.445033893309755	0.206896551724137	0.0716180371352785	0.180371352785145	2.03	0.019	0.317774	0
G3X8R9	PdPS	train	0	NoPS	Tmigd3	Mus musculus	10090	209	0.481552365762892	0.23444976076555	0.0	0.143540669856459	0.2	-0.337	-0.310635	0
Q62100	PdPS	train	0	NoPS	Prm3	Mus musculus	10090	101	0.343454345434543	0.386138613861386	1.0	0.217821782178217		-0.683	0.110689	0
Q7TNV8	PdPS	train	0	NoPS	Defb34	Mus musculus	10090	81	0.485322359396433	0.209876543209876	0.493827160493827	0.0		-0.571	-0.745518	0
Q9DBM1	PdPS	train	0	NoPS	Gpatch1	Mus musculus	10090	930	0.392795698924736	0.323655913978494	0.427956989247311	0.2	1.75	-0.252	1.43376	0
Q8BKZ9	PdPS	train	0	NoPS	Pdhx	Mus musculus	10090	501	0.47385229540918	0.229540918163672	0.0	0.115768463073852	1.55	-0.083	0.206676	0
A2AJN7	PdPS	train	0	NoPS	Slc4a11	Mus musculus	10090	862	0.519450889404482	0.174013921113689	0.0	0.0730858468677494	0.89	-0.167	0.0272802	0
P47963	PdPS	train	0	NoPS	Rpl13	Mus musculus	10090	211	0.403106898367561	0.345971563981042	0.151658767772511	0.113744075829383	-0.26	-0.357	0.150874	0
Q3UPP8	PdPS	train	0	NoPS	Cep63	Mus musculus	10090	700	0.408444444444443	0.32	0.0	0.0942857142857142	1.9	-0.25	0.414071	0
Q99MZ3	PdPS	train	0	NoPS	Mlxipl	Mus musculus	10090	864	0.452263374485597	0.194444444444444	0.0185185185185185	0.192129629629629	3.01	-0.026	0.0699485	0
Q61361	PdPS	train	0	NoPS	Bcan	Mus musculus	10090	883	0.453076632691583	0.224235560588901	0.143827859569648	0.0792751981879954	3.01	-0.185	0.845099	0
Q8VCG4	PdPS	train	0	NoPS	C8g	Mus musculus	10090	202	0.502970297029701	0.183168316831683	0.0	0.0792079207920792	-0.75	-0.233	-0.48683	0
Q8C1M2	PdPS	train	0	NoPS	Znf428	Mus musculus	10090	176	0.355176767676767	0.352272727272727	0.982954545454545	0.409090909090909	0.77	-0.194	0.680323	0
Q9DAZ9	PdPS	train	0	NoPS	Zfyve19	Mus musculus	10090	389	0.405941159668665	0.275064267352185	0.0	0.131105398457583	1.75	-0.049	-0.1422	0
P97295	PdPS	train	0	NoPS	Npy2r	Mus musculus	10090	381	0.540128317293672	0.173228346456692	0.0656167979002624	0.0262467191601049	-0.99	-0.392	-0.653108	0
O55111	PdPS	train	0	NoPS	Dsg2	Mus musculus	10090	1122	0.471469597940184	0.224598930481283	0.00089126559714795	0.0641711229946524	1.18	-0.188	0.742235	0
Q5NCF2	PdPS	train	0	NoPS	Trappc1	Mus musculus	10090	145	0.477701149425287	0.213793103448275	0.0	0.0	-0.16	-0.395	-0.326791	0
Q8BJM7	PdPS	train	0	NoPS	Tyw1	Mus musculus	10090	721	0.446817691477884	0.257975034674063	0.00277392510402219	0.0180305131761442	1.18	-0.37	0.76976	0
Q99MW3	PdPS	train	0	NoPS	Pramel1	Mus musculus	10090	458	0.513512857836	0.187772925764192	0.0	0.0305676855895196	-0.76	-0.308	-0.825235	0
Q8C2S5	PdPS	train	0	NoPS	Fbxl5	Mus musculus	10090	690	0.455040257648952	0.236231884057971	0.0	0.0492753623188405	1.66	-0.286	0.10128	0
Q9D342	PdPS	train	0	NoPS	Tmem170a	Mus musculus	10090	144	0.58449074074074	0.0972222222222222	0.0	0.125	-0.92	-0.327	-0.170248	0
P58929	PdPS	train	0	NoPS	Gmeb2	Mus musculus	10090	530	0.48362683438155	0.2	0.0	0.090566037735849	1.26	-0.128	-0.205843	0
Q8BG34	PdPS	train	0	NoPS	Ubxn10	Mus musculus	10090	277	0.426313678299237	0.234657039711191	0.368231046931407	0.0649819494584837	2.3	-0.081	-0.231866	0
P97297	PdPS	train	0	NoPS	Adm	Mus musculus	10090	184	0.413888888888889	0.233695652173913	0.0	0.0760869565217391	-0.03	-0.109	0.0808279	0
P13562	PdPS	train	0	NoPS	Gnrh1	Mus musculus	10090	90	0.451481481481481	0.266666666666666	0.788888888888888	0.0		-0.478	-0.933229	0
Q8R1S4	PdPS	train	0	NoPS	Mtss1	Mus musculus	10090	759	0.424857268335531	0.230566534914361	0.185770750988142	0.114624505928853	3.14	0.019	0.56225	0
Q6P7F1	PdPS	train	0	NoPS	Mpp4	Mus musculus	10090	635	0.462449693788276	0.251968503937007	0.00314960629921259	0.0503937007874015	0.51	-0.332	0.0554916	0
Q80U44	PdPS	train	0	NoPS	Zfyve16	Mus musculus	10090	1528	0.460994764397907	0.239528795811518	0.0	0.0909685863874345	1.88	-0.124	0.935565	0
P70178	PdPS	train	0	NoPS	Six5	Mus musculus	10090	719	0.488363467779324	0.161335187760778	0.102920723226703	0.240611961057023	1.97	-0.118	0.407357	0
O55091	PdPS	train	0	NoPS	Impact	Mus musculus	10090	318	0.434730957372466	0.295597484276729	0.0691823899371069	0.113207547169811	0.22	-0.393	-0.048794	0
O54941	PdPS	train	0	NoPS	Smarce1	Mus musculus	10090	411	0.374804001081371	0.328467153284671	0.413625304136253	0.223844282238442	4.27	0.056	0.371681	0
A2AJA9	PdPS	train	0	NoPS	Ajm1	Mus musculus	10090	974	0.426762491444213	0.24435318275154	0.239219712525667	0.143737166324435	3.47	-0.198	0.481831	0
D3YTS9	PdPS	train	0	NoPS	Acp4	Mus musculus	10090	425	0.48559477124183	0.204705882352941	0.0	0.0941176470588235	1.25	-0.233	-0.136172	0
Q80T32	PdPS	train	0	NoPS	Adgrd1	Mus musculus	10090	903	0.51328903654485	0.138427464008859	0.0	0.0265780730897009	1.64	-0.203	0.0596081	0
Q8CEC0	PdPS	train	0	NoPS	Nup88	Mus musculus	10090	753	0.467537258373912	0.248339973439575	0.0	0.0239043824701195	0.21	-0.351	-0.0292405	0
A2AI05	PdPS	train	0	NoPS	Ndor1	Mus musculus	10090	598	0.484726867335563	0.198996655518394	0.0	0.0484949832775919	1.2	-0.244	-0.0365098	0
Q6PEM6	PdPS	train	0	NoPS	Gramd2b	Mus musculus	10090	445	0.441647940074906	0.242696629213483	0.168539325842696	0.0741573033707865	0.99	-0.22	0.253085	0
Q3UQU0	PdPS	train	0	NoPS	Brd9	Mus musculus	10090	596	0.406096196868009	0.328859060402684	0.255033557046979	0.208053691275167	1.09	-0.258	0.865878	0
Q14AK4	PdPS	train	0	NoPS	Zdhhc11	Mus musculus	10090	347	0.51242395132885	0.170028818443804	0.149855907780979	0.0	0.44	-0.341	-0.665049	0
P97500	PdPS	train	0	NoPS	Myt1l	Mus musculus	10090	1187	0.381372273705882	0.322662173546756	0.144060657118786	0.128053917438921	3.42	-0.163	1.06826	0
Q9DAY5	PdPS	train	0	NoPS	0	Mus musculus	10090	185	0.485345345345344	0.205405405405405	0.0	0.0918918918918919	1.82	-0.18	-0.652455	0
Q6P3D7	PdPS	train	0	NoPS	Spic	Mus musculus	10090	242	0.424793388429752	0.198347107438016	0.0	0.0661157024793388	1.54	0.0	0.700334	0
Q9CR14	PdPS	train	0	NoPS	Fancl	Mus musculus	10090	375	0.483970370370371	0.237333333333333	0.0	0.048	1.28	-0.352	-0.498134	0
Q9CWF6	PdPS	train	0	NoPS	Bbs2	Mus musculus	10090	721	0.479889042995837	0.21636615811373	0.0	0.0	0.78	-0.221	0.750729	0
Q69Z69	PdPS	train	0	NoPS	Esco1	Mus musculus	10090	843	0.411717411361535	0.284697508896797	0.0818505338078291	0.0723606168446026	1.81	-0.211	0.770952	0
P54797	PdPS	train	0	NoPS	Tango2	Mus musculus	10090	276	0.45938003220612	0.228260869565217	0.0	0.0	0.33	-0.363	0.397948	0
P56479	PdPS	train	0	NoPS	Galr1	Mus musculus	10090	348	0.536558109833971	0.149425287356321	0.0	0.117816091954022	0.03	-0.321	-0.643879	0
P69525	PdPS	train	0	NoPS	Tmprss9	Mus musculus	10090	1065	0.493030777256125	0.179342723004694	0.0	0.0413145539906103	3.45	-0.279	0.529628	0
Q8VDS7	PdPS	train	0	NoPS	Cep57l1	Mus musculus	10090	400	0.375722222222221	0.3325	0.1625	0.055	2.65	-0.131	0.0693767	0
Q9CZE3	PdPS	train	0	NoPS	Rab32	Mus musculus	10090	223	0.458146487294469	0.242152466367713	0.0	0.0	-0.82	-0.306	0.136025	0
Q810A1	PdPS	train	0	NoPS	Znf18	Mus musculus	10090	556	0.415807354116707	0.253597122302158	0.0	0.0	1.23	-0.237	0.578978	0
Q9CQU0	PdPS	train	0	NoPS	Txndc12	Mus musculus	10090	170	0.460130718954248	0.270588235294117	0.0	0.0529411764705882	0.36	-0.388	0.344107	0
Q9CQQ0	PdPS	train	0	NoPS	Smim8	Mus musculus	10090	97	0.430927835051546	0.268041237113402	1.0	0.0		-0.413	-0.579419	0
Q9D2P4	PdPS	train	0	NoPS	Urm1	Mus musculus	10090	101	0.5002200220022	0.247524752475247	0.0	0.0		-0.686	-0.0724315	0
Q9DBL2	PdPS	train	0	NoPS	Gdap2	Mus musculus	10090	498	0.465841142347165	0.257028112449799	0.0	0.0200803212851405	0.09	-0.301	0.331479	0
Q8VCF1	PdPS	train	0	NoPS	Cant1	Mus musculus	10090	403	0.450482492417975	0.240694789081885	0.0	0.0	0.82	-0.109	0.74408	0
Q3UU41	PdPS	train	0	NoPS	Scimp	Mus musculus	10090	150	0.445037037037037	0.22	0.693333333333333	0.0	0.16	-0.254	-0.542599	0
Q7TNP2	PdPS	train	0	NoPS	Ppp2r1b	Mus musculus	10090	601	0.511314475873541	0.229617304492512	0.0	0.0332778702163061	0.06	-0.401	-0.246845	0
Q8BP86	PdPS	train	0	NoPS	Snapc4	Mus musculus	10090	1333	0.434033508377098	0.236309077269317	0.09152288072018	0.171042760690172	1.84	-0.094	0.544477	0
Q3UHX2	PdPS	train	0	NoPS	Pdap1	Mus musculus	10090	181	0.321608348680171	0.464088397790055	1.0	0.397790055248618	-0.73	-0.541	1.36774	0
Q99J59	PdPS	train	0	NoPS	Tspan1	Mus musculus	10090	240	0.58199074074074	0.129166666666666	0.0	0.15	0.01	-0.368	-0.677219	0
P10754	PdPS	train	0	NoPS	Zfp13	Mus musculus	10090	512	0.411588541666665	0.23046875	0.140625	0.046875	1.88	-0.31	0.72059	0
Q8BH01	PdPS	train	0	NoPS	Tmco3	Mus musculus	10090	678	0.535807931825631	0.206489675516224	0.0	0.0693215339233038	-0.51	-0.375	-0.09963	0
Q8K4N2	PdPS	train	0	NoPS	Spag11	Mus musculus	10090	71	0.505164319248826	0.211267605633802	0.394366197183098	0.253521126760563		-0.485	-1.63877	0
Q9D9B7	PdPS	train	0	NoPS	Prr30	Mus musculus	10090	401	0.453532834580216	0.134663341645885	0.107231920199501	0.0922693266832917	3.36	-0.008	-0.178661	0
Q9DA15	PdPS	train	0	NoPS	Thegl	Mus musculus	10090	459	0.418833212297265	0.287581699346405	0.16557734204793	0.0610021786492374	0.86	-0.374	0.109807	0
Q8R146	PdPS	train	0	NoPS	Apeh	Mus musculus	10090	732	0.479234972677595	0.203551912568306	0.0	0.0	0.58	-0.211	0.432857	0
Q8K592	PdPS	train	0	NoPS	Amhr2	Mus musculus	10090	568	0.481025039123628	0.17781690140845	0.0211267605633802	0.119718309859154	2.76	-0.127	0.150776	0
Q3TDN0	PdPS	train	0	NoPS	Disp1	Mus musculus	10090	1521	0.483037475345167	0.174884944115713	0.0223537146614069	0.0433925049309664	1.13	-0.044	0.139668	0
Q99P91	PdPS	train	0	NoPS	Gpnmb	Mus musculus	10090	574	0.473403019744482	0.189895470383275	0.0	0.113240418118466	1.88	-0.009	0.419135	0
Q8CII8	PdPS	train	0	NoPS	Syne4	Mus musculus	10090	388	0.476260022909506	0.213917525773195	0.018041237113402	0.193298969072164	1.82	-0.312	0.140501	0
O54743	PdPS	train	0	NoPS	Foxf2	Mus musculus	10090	446	0.453089187842551	0.123318385650224	0.156950672645739	0.365470852017937	5.01	0.022	0.92493	0
Q8BTI9	PdPS	train	0	NoPS	Pik3cb	Mus musculus	10090	1064	0.475574352548031	0.248120300751879	0.0	0.0319548872180451	0.06	-0.285	0.448245	0
Q9R1P3	PdPS	train	0	NoPS	Psmb2	Mus musculus	10090	201	0.480154781647319	0.243781094527363	0.0	0.0895522388059701	-0.77	-0.278	-0.400415	0
Q5EBG8	PdPS	train	0	NoPS	0	Mus musculus	10090	199	0.447794528196538	0.21608040201005	0.0	0.0603015075376884	0.95	-0.317	0.13253	0
Q69ZM6	PdPS	train	0	NoPS	Stk36	Mus musculus	10090	1316	0.505808848362039	0.183890577507598	0.0	0.129939209726443	0.51	-0.138	0.148963	0
Q9Z0F1	PdPS	train	0	NoPS	Gnas	Mus musculus	10090	257	0.338348465196713	0.361867704280155	0.688715953307393	0.533073929961089	1.4	-0.251	-0.650397	0
Q8BGF7	PdPS	train	0	NoPS	Pan2	Mus musculus	10090	1200	0.475194444444441	0.225833333333333	0.0	0.0325	0.69	-0.252	0.634322	0
