UniprotEntry	task	split	label	source_sheet	Gene name	Organism	Organism ID	length	Hydropathy	FCR	IDR	LCR	PScore	PLAAC	catGRANULE	DeepCoil	Phos freq	DeepPhase
O43715	hPdPS	train	0	hNoPS	TRIA1	Homo sapiens	9606	76	0.393274854	0.342105263157894	1.0	0.0		-0.642	-0.0536457	0	0.0	0.51044667
O43716	hPdPS	train	0	hNoPS	GATC	Homo sapiens	9606	136	0.471078431	0.272058823529411	0.0	0.0		-0.548	-0.289971	0	0.014705882352941176	
O43719	hPdPS	train	0	hNoPS	HTSF1	Homo sapiens	9606	755	0.350228109	0.437086092715231	0.512582781456953	0.26887417218543	1.9	-0.333	1.78352	0	0.07947019867549669	0.7753506
O43731	hPdPS	train	0	hNoPS	ERD23	Homo sapiens	9606	214	0.568016615	0.158878504672897	0.0	0.0	-0.51	-0.405	-0.931203	0	0.009345794392523364	0.6020069
O43745	hPdPS	train	0	hNoPS	CHP2	Homo sapiens	9606	196	0.431179138	0.316326530612244	0.0	0.0	0.3	-0.34	0.239413	0	0.02040816326530612	
O43747	hPdPS	train	0	hNoPS	AP1G1	Homo sapiens	9606	822	0.487591241	0.210462287104622	0.0	0.0669099756690997	0.33	-0.163	0.0770707	0	0.014598540145985401	0.9285489
O43752	hPdPS	train	0	hNoPS	STX6	Homo sapiens	9606	255	0.453246187	0.266666666666666	0.0	0.152941176470588	-1.25	-0.189	-0.370096	0	0.047058823529411764	0.7802117
O43759	hPdPS	train	0	hNoPS	SNG1	Homo sapiens	9606	233	0.5018598	0.137339055793991	0.167381974248927	0.163090128755364	1.99	0.042	0.233859	0	0.008583690987124463	0.33576837
O43765	hPdPS	train	0	hNoPS	SGTA	Homo sapiens	9606	313	0.445509407	0.210862619808306	0.124600638977635	0.0415335463258785	1.77	0.328	0.302533	0	0.04472843450479233	0.45952034
O43768	hPdPS	train	0	hNoPS	ENSA	Homo sapiens	9606	121	0.361432507	0.330578512396694	1.0	0.0991735537190082		-0.229	0.934078	0	0.12396694214876033	0.9426091
O43776	hPdPS	train	0	hNoPS	SYNC	Homo sapiens	9606	548	0.445437956	0.281021897810218	0.0784671532846715	0.0	1.99	-0.364	0.657911	0	0.014598540145985401	0.23541881
O43808	hPdPS	train	0	hNoPS	PM34	Homo sapiens	9606	307	0.530546507	0.17915309446254	0.0	0.0944625407166123	-0.96	-0.347	-0.196597	0	0.019543973941368076	0.92000484
O43819	hPdPS	train	0	hNoPS	SCO2	Homo sapiens	9606	266	0.455597327	0.225563909774436	0.0	0.135338345864661	0.97	-0.226	0.378362	0	0.03007518796992481	0.4148547
O43822	hPdPS	train	0	hNoPS	CF410	Homo sapiens	9606	256	0.452300347	0.265625	0.09375	0.1015625	0.28	-0.39	-0.414676	0	0.03515625	0.41974664
O43824	hPdPS	train	0	hNoPS	GTPB6	Homo sapiens	9606	516	0.471339363	0.257751937984496	0.0445736434108527	0.191860465116279	0.33	-0.278	0.433968	0	0.005813953488372093	0.33447513
O43825	hPdPS	train	0	hNoPS	B3GT2	Homo sapiens	9606	422	0.447156398	0.201421800947867	0.0	0.0	1.61	-0.107	0.315095	0	0.002369668246445498	
O43826	hPdPS	train	0	hNoPS	G6PT1	Homo sapiens	9606	429	0.556099456	0.116550116550116	0.0	0.0512820512820512	0.69	-0.162	0.235721	0	0.004662004662004662	
O43829	hPdPS	train	0	hNoPS	ZBT14	Homo sapiens	9606	449	0.419425885	0.309576837416481	0.0	0.066815144766147	1.12	-0.408	0.295166	0	0.035634743875278395	0.46758893
O43847	hPdPS	train	0	hNoPS	NRDC	Homo sapiens	9606	1151	0.449850372	0.271937445699391	0.0	0.0686359687228497	1.48	-0.268	0.759272	0	0.013900955690703735	0.99856037
O43854	hPdPS	train	0	hNoPS	EDIL3	Homo sapiens	9606	480	0.445532407	0.2125	0.0	0.025	2.24	-0.237	0.968693	0	0.0125	
O43869	hPdPS	train	0	hNoPS	OR2T1	Homo sapiens	9606	369	0.569226137	0.121951219512195	0.0	0.02710027100271	-0.25	-0.305	-1.09861	0	0.0027100271002710027	
O43889	hPdPS	train	0	hNoPS	CREB3	Homo sapiens	9606	371	0.46328242	0.242587601078167	0.0	0.0646900269541779	0.63	-0.343	-0.606487	1	0.005390835579514825	0.5799042
O43895	hPdPS	train	0	hNoPS	XPP2	Homo sapiens	9606	674	0.477926146	0.189910979228486	0.0	0.0237388724035608	0.79	-0.11	0.250864	0	0.013353115727002967	
O43896	hPdPS	train	0	hNoPS	KIF1C	Homo sapiens	9606	1103	0.418565528	0.27742520398912	0.187669990933816	0.165004533091568	5.13	0.1	1.00625	0	0.029918404351767906	
O43913	hPdPS	train	0	hNoPS	ORC5	Homo sapiens	9606	435	0.485363985	0.227586206896551	0.0	0.0344827586206896	0.03	-0.415	-0.210548	0	0.006896551724137931	0.4210384
O43914	hPdPS	train	0	hNoPS	TYOBP	Homo sapiens	9606	113	0.511406096	0.176991150442477	0.486725663716814	0.0707964601769911		-0.367	-0.954236	0	0.04424778761061947	
O43915	hPdPS	train	0	hNoPS	VEGFD	Homo sapiens	9606	354	0.438229755	0.257062146892655	0.03954802259887	0.0	0.14	-0.432	-0.907402	0	0.0	
O43918	hPdPS	train	0	hNoPS	AIRE	Homo sapiens	9606	545	0.457329256	0.218348623853211	0.0	0.205504587155963	2.61	-0.165	0.376843	0	0.009174311926605505	
O43920	hPdPS	train	0	hNoPS	NDUS5	Homo sapiens	9606	106	0.398427673	0.339622641509433	0.811320754716981	0.0		-0.669	0.0226736	0	0.0	
O43927	hPdPS	train	0	hNoPS	CXL13	Homo sapiens	9606	109	0.508154944	0.238532110091743	0.0275229357798165	0.128440366972477		-0.51	-1.62383	0	0.01834862385321101	
O43934	hPdPS	train	0	hNoPS	MFS11	Homo sapiens	9606	449	0.564513734	0.126948775055679	0.0	0.086859688195991	-0.12	-0.167	0.239903	0	0.0022271714922048997	0.864229
O60232	hPdPS	train	0	hNoPS	ZNRD2	Homo sapiens	9606	199	0.459352317	0.22110552763819	0.0	0.110552763819095	-1.07	-0.175	-1.01659	0	0.03015075376884422	0.15271936
O60234	hPdPS	train	0	hNoPS	GMFG	Homo sapiens	9606	142	0.445461659	0.323943661971831	0.0	0.0	-0.18	-0.374	-1.03377	0	0.035211267605633804	0.9038267
O60240	hPdPS	train	0	hNoPS	PLIN1	Homo sapiens	9606	522	0.460706684	0.233716475095785	0.164750957854406	0.139846743295019	2.39	-0.242	-0.0344515	0	0.05747126436781609	0.9944344
O60241	hPdPS	train	0	hNoPS	AGRB2	Homo sapiens	9606	1585	0.476452857	0.193059936908517	0.0397476340694006	0.100946372239747	3.9	-0.089	0.5368	0	0.011987381703470032	0.8133784
O60242	hPdPS	train	0	hNoPS	AGRB3	Homo sapiens	9606	1522	0.46847715	0.204993429697766	0.0	0.0459921156373193	4.3	-0.164	0.500829	0	0.011826544021024968	
O60244	hPdPS	train	0	hNoPS	MED14	Homo sapiens	9606	1454	0.479420755	0.18019257221458	0.0	0.0811554332874828	4.16	0.164	0.378787	0	0.013755158184319119	0.36740237
O60245	hPdPS	train	0	hNoPS	PCDH7	Homo sapiens	9606	1069	0.45662613	0.232927970065481	0.0	0.104770813844714	3.54	0.002	1.45276	0	0.02432179607109448	0.43641156
O60248	hPdPS	train	0	hNoPS	SOX15	Homo sapiens	9606	233	0.406294707	0.197424892703862	0.416309012875536	0.0987124463519313	4.69	-0.012	0.441237	0	0.008583690987124463	0.77807206
O60266	hPdPS	train	0	hNoPS	ADCY3	Homo sapiens	9606	1144	0.49763986	0.214160839160839	0.00699300699300699	0.0979020979020979	0.43	-0.119	0.403633	0	0.013111888111888112	
O60271	hPdPS	train	0	hNoPS	JIP4	Homo sapiens	9606	1321	0.433804357	0.272520817562452	0.0	0.0802422407267221	2.26	-0.232	1.16408	0	0.05450416351249054	0.45831636
O60279	hPdPS	train	0	hNoPS	SUSD5	Homo sapiens	9606	629	0.455414238	0.236883942766295	0.0	0.100158982511923	1.26	-0.357	0.883765	0	0.012718600953895072	0.44333193
O60285	hPdPS	train	0	hNoPS	NUAK1	Homo sapiens	9606	661	0.427618087	0.273827534039334	0.0	0.118003025718608	1.74	-0.291	0.778287	0	0.030257186081694403	0.8105924
O60290	hPdPS	train	0	hNoPS	ZN862	Homo sapiens	9606	1169	0.465117384	0.248930710008554	0.0145423438836612	0.0128314798973481	0.43	-0.236	0.452933	0	0.010265183917878529	0.48294613
O60303	hPdPS	train	0	hNoPS	K0556	Homo sapiens	9606	1618	0.422400769	0.275030902348578	0.0976514215080346	0.0642768850432632	2.68	-0.245	1.24053	0	0.02781211372064277	0.4717599
O60336	hPdPS	train	0	hNoPS	MABP1	Homo sapiens	9606	1514	0.452840159	0.215323645970937	0.270805812417437	0.123513870541611	2.09	0.022	0.852891	0	0.013870541611624834	0.9997944
O60343	hPdPS	train	0	hNoPS	TBCD4	Homo sapiens	9606	1298	0.438546482	0.252696456086286	0.0238828967642526	0.0662557781201849	2.69	-0.098	0.559865	0	0.05007704160246533	0.29640907
O60346	hPdPS	train	0	hNoPS	PHLP1	Homo sapiens	9606	1717	0.465838349	0.206755969714618	0.147932440302853	0.196272568433313	4.82	-0.019	0.865159	0	0.013977868375072802	
O60381	hPdPS	train	0	hNoPS	HBP1	Homo sapiens	9606	514	0.423735409	0.231517509727626	0.0642023346303501	0.0544747081712062	1.65	-0.051	0.558134	0	0.02529182879377432	0.93776405
O60393	hPdPS	train	0	hNoPS	NOBOX	Homo sapiens	9606	691	0.435793536	0.198263386396526	0.0795947901591895	0.0	3.22	0.002	0.580301	0	0.011577424023154847	
O60397	hPdPS	train	0	hNoPS	COX7S	Homo sapiens	9606	106	0.50293501	0.169811320754716	0.0283018867924528	0.0		-0.383	-0.788889	0	0.0	
O60423	hPdPS	train	0	hNoPS	AT8B3	Homo sapiens	9606	1300	0.492820513	0.216923076923076	0.08	0.0853846153846153	3.25	-0.166	0.446252	0	0.009230769230769232	
O60443	hPdPS	train	0	hNoPS	GSDME	Homo sapiens	9606	496	0.504547491	0.227822580645161	0.0	0.0	0.09	-0.376	0.120262	0	0.014112903225806451	0.87350553
O60449	hPdPS	train	0	hNoPS	LY75	Homo sapiens	9606	1722	0.445509098	0.232288037166085	0.0	0.0	1.88	-0.3	0.914165	0	0.007549361207897794	0.7534218
O60486	hPdPS	train	0	hNoPS	PLXC1	Homo sapiens	9606	1568	0.470422336	0.233418367346938	0.0	0.0446428571428571	1.47	-0.172	0.776212	0	0.010841836734693877	0.40213352
O60487	hPdPS	train	0	hNoPS	MPZL2	Homo sapiens	9606	215	0.496072351	0.237209302325581	0.055813953488372	0.0372093023255813	0.85	-0.352	-0.368855	0	0.018604651162790697	0.7573844
O60496	hPdPS	train	0	hNoPS	DOK2	Homo sapiens	9606	412	0.427912621	0.254854368932038	0.133495145631067	0.0898058252427184	0.96	-0.11	0.494573	0	0.06310679611650485	
O60502	hPdPS	train	0	hNoPS	OGA	Homo sapiens	9606	916	0.462445415	0.254366812227074	0.0403930131004366	0.0272925764192139	0.54	-0.219	0.458487	0	0.012008733624454149	0.09905128
O60503	hPdPS	train	0	hNoPS	ADCY9	Homo sapiens	9606	1353	0.485768252	0.212860310421286	0.0391722099039172	0.0886917960088691	1.91	-0.175	0.683116	0	0.023651145602365115	0.4665639
O60508	hPdPS	train	0	hNoPS	PRP17	Homo sapiens	9606	579	0.43845711	0.264248704663212	0.081174438687392	0.0880829015544041	0.4	-0.088	0.695531	0	0.024179620034542316	0.5626814
O60516	hPdPS	train	0	hNoPS	4EBP3	Homo sapiens	9606	100	0.442888889	0.23	1.0	0.13		-0.398	-1.30803	0	0.09	
O60519	hPdPS	train	0	hNoPS	CRBL2	Homo sapiens	9606	120	0.370277778	0.375	1.0	0.141666666666666		-0.426	0.226017	0	0.0	0.36457083
O60522	hPdPS	train	0	hNoPS	TDRD6	Homo sapiens	9606	2096	0.466454623	0.249045801526717	0.0	0.0171755725190839	0.88	-0.255	0.803558	0	0.01049618320610687	
O60524	hPdPS	train	0	hNoPS	NEMF	Homo sapiens	9606	1076	0.414353573	0.327137546468401	0.239776951672862	0.137546468401487	0.71	-0.368	1.00881	0	0.027881040892193308	0.91376764
O60547	hPdPS	train	0	hNoPS	GMDS	Homo sapiens	9606	372	0.457735962	0.25	0.0	0.0	-0.43	-0.29	0.772978	0	0.024193548387096774	
O60548	hPdPS	train	0	hNoPS	FOXD2	Homo sapiens	9606	495	0.481907969	0.141414141414141	0.133333333333333	0.569696969696969	4.38	0.061	1.49844	0	0.012121212121212121	
O60565	hPdPS	train	0	hNoPS	GREM1	Homo sapiens	9606	184	0.410929952	0.255434782608695	0.190217391304347	0.168478260869565	0.28	-0.13	0.10654	0	0.021739130434782608	
O60566	hPdPS	train	0	hNoPS	BUB1B	Homo sapiens	9606	1050	0.439978836	0.26	0.0	0.0533333333333333	0.78	-0.156	0.372155	0	0.04	0.3436654
O60568	hPdPS	train	0	hNoPS	PLOD3	Homo sapiens	9606	738	0.453101475	0.239837398373983	0.0	0.056910569105691	1.05	-0.174	0.795799	0	0.016260162601626018	
O60575	hPdPS	train	0	hNoPS	ISK4	Homo sapiens	9606	86	0.528294574	0.197674418604651	0.116279069767441	0.0930232558139534		-0.482	-2.23009	0	0.0	0.9999964
O60602	hPdPS	train	0	hNoPS	TLR5	Homo sapiens	9606	858	0.502680653	0.181818181818181	0.0	0.0361305361305361	0.16	-0.224	0.380045	0	0.004662004662004662	0.60154873
O60603	hPdPS	train	0	hNoPS	TLR2	Homo sapiens	9606	784	0.487273243	0.218112244897959	0.0	0.0535714285714285	-0.27	-0.252	0.00411654	0	0.012755102040816327	0.40918422
O60609	hPdPS	train	0	hNoPS	GFRA3	Homo sapiens	9606	400	0.485861111	0.18	0.0	0.1175	-0.05	-0.297	-1.16941	0	0.0025	0.54134953
O60610	hPdPS	train	0	hNoPS	DIAP1	Homo sapiens	9606	1272	0.439788609	0.28066037735849	0.206761006289308	0.17688679245283	4.24	0.04	0.779251	0	0.025157232704402517	0.27789396
O60613	hPdPS	train	0	hNoPS	44089	Homo sapiens	9606	165		0.0	0.0	0.0727272727272727		-0.448	-0.166687	0	0.012121212121212121	0.96653295
O60636	hPdPS	train	0	hNoPS	TSN2	Homo sapiens	9606	221	0.564203117	0.162895927601809	0.0	0.0950226244343891	-0.81	-0.4	0.312187	0	0.004524886877828055	0.51873994
O60637	hPdPS	train	0	hNoPS	TSN3	Homo sapiens	9606	253	0.557795345	0.162055335968379	0.0	0.075098814229249	0.84	-0.34	-0.816104	0	0.03557312252964427	0.4274727
O60663	hPdPS	train	0	hNoPS	LMX1B	Homo sapiens	9606	402	0.428164732	0.256218905472636	0.0	0.181592039800995	4.34	0.12	0.201906	0	0.017412935323383085	0.6256242
O60671	hPdPS	train	0	hNoPS	RAD1	Homo sapiens	9606	282	0.485303388	0.212765957446808	0.0	0.0	-0.34	-0.335	-0.44573	0	0.010638297872340425	0.9957092
O60673	hPdPS	train	0	hNoPS	REV3L	Homo sapiens	9606	3130	0.430791622	0.247923322683706	0.0	0.0511182108626198	1.9	-0.068	1.19055	0	0.016293929712460065	0.75603014
O60676	hPdPS	train	0	hNoPS	CST8	Homo sapiens	9606	142	0.47856025	0.267605633802816	0.0	0.0845070422535211	-3.12	-0.488	-1.08335	0	0.0	
O60678	hPdPS	train	0	hNoPS	ANM3	Homo sapiens	9606	531	0.470956267	0.256120527306968	0.0301318267419962	0.0979284369114877	0.75	-0.415	0.290624	0	0.01694915254237288	
O60682	hPdPS	train	0	hNoPS	MUSC	Homo sapiens	9606	206	0.412243797	0.281553398058252	0.37378640776699	0.223300970873786	2.13	-0.243	0.794606	0	0.014563106796116505	0.47303656
O60687	hPdPS	train	0	hNoPS	SRPX2	Homo sapiens	9606	465	0.438375149	0.232258064516129	0.0	0.0	2.72	-0.149	0.184868	0	0.01935483870967742	0.08368748
O60704	hPdPS	train	0	hNoPS	TPST2	Homo sapiens	9606	377	0.489566755	0.222811671087533	0.0	0.0583554376657824	1.23	0.04	0.112127	0	0.010610079575596816	
O60721	hPdPS	train	0	hNoPS	NCKX1	Homo sapiens	9606	1099	0.471196037	0.232939035486806	0.0955414012738853	0.24476797088262	2.2	-0.214	0.454322	0	0.01637852593266606	0.20063974
O60725	hPdPS	train	0	hNoPS	ICMT	Homo sapiens	9606	284	0.537754304	0.140845070422535	0.0	0.0950704225352112	1.05	-0.288	-0.465985	0	0.0035211267605633804	
O60733	hPdPS	train	0	hNoPS	PLPL9	Homo sapiens	9606	806	0.475461814	0.209677419354838	0.0	0.0	-0.21	-0.119	0.536244	0	0.004962779156327543	0.9855393
O60759	hPdPS	train	0	hNoPS	CYTIP	Homo sapiens	9606	359	0.439585268	0.236768802228412	0.0	0.194986072423398	1.9	-0.223	0.315601	0	0.04178272980501393	0.3701433
O60762	hPdPS	train	0	hNoPS	DPM1	Homo sapiens	9606	260	0.467521368	0.269230769230769	0.0	0.0807692307692307	-0.9	-0.338	0.88958	0	0.03461538461538462	
O60779	hPdPS	train	0	hNoPS	S19A2	Homo sapiens	9606	497	0.56885759	0.122736418511066	0.0	0.090543259557344	-0.27	-0.333	-0.784151	0	0.01609657947686117	0.4413739
O60783	hPdPS	train	0	hNoPS	RT14	Homo sapiens	9606	128	0.440625	0.296875	0.0	0.0		-0.433	-0.851323	0	0.0	0.6974925
O60806	hPdPS	train	0	hNoPS	TBX19	Homo sapiens	9606	448	0.462326389	0.142857142857142	0.0	0.0848214285714285	2.61	0.022	0.657895	0	0.004464285714285714	0.98021275
O60840	hPdPS	train	0	hNoPS	CAC1F	Homo sapiens	9606	1977	0.499156972	0.211937278705108	0.0212443095599393	0.126960040465351	3.44	-0.141	0.927936	0	0.00556398583712696	
O60844	hPdPS	train	0	hNoPS	ZG16	Homo sapiens	9606	167	0.490818363	0.173652694610778	0.0	0.143712574850299	1.56	-0.112	1.26098	0	0.029940119760479042	
O60858	hPdPS	train	0	hNoPS	TRI13	Homo sapiens	9606	407	0.485121485	0.248157248157248	0.0	0.0663390663390663	0.19	-0.432	-0.355051	0	0.014742014742014743	
O60888	hPdPS	train	0	hNoPS	CUTA	Homo sapiens	9606	179	0.541899441	0.156424581005586	0.0	0.167597765363128	-0.23	-0.305	-1.20789	0	0.01675977653631285	0.38276908
O60895	hPdPS	train	0	hNoPS	RAMP2	Homo sapiens	9606	175	0.498730159	0.2	0.0	0.182857142857142	0.01	-0.362	-1.18602	0	0.0	0.29796794
O60896	hPdPS	train	0	hNoPS	RAMP3	Homo sapiens	9606	148	0.533483483	0.182432432432432	0.0	0.25	-0.08	-0.448	-1.01308	0	0.0	
O60902	hPdPS	train	0	hNoPS	SHOX2	Homo sapiens	9606	331	0.442094663	0.244712990936555	0.262839879154078	0.277945619335347	5.0	-0.018	1.41183	0	0.015105740181268883	
O60907	hPdPS	train	0	hNoPS	TBL1X	Homo sapiens	9606	577	0.462911612	0.185441941074523	0.0	0.0450606585788561	1.35	-0.089	0.714203	0	0.022530329289428077	0.5239495
O60911	hPdPS	train	0	hNoPS	CATL2	Homo sapiens	9606	334	0.445309381	0.218562874251497	0.0	0.0	2.15	-0.194	1.28748	0	0.0029940119760479044	0.9384845
O60925	hPdPS	train	0	hNoPS	PFD1	Homo sapiens	9606	122	0.428233151	0.352459016393442	0.827868852459016	0.163934426229508		-0.537	-1.0079	1	0.03278688524590164	0.5278682
O60931	hPdPS	train	0	hNoPS	CTNS	Homo sapiens	9606	367	0.559067514	0.111716621253405	0.0	0.0326975476839237	-0.63	-0.151	-0.203033	0	0.005449591280653951	0.8828742
O60939	hPdPS	train	0	hNoPS	SCN2B	Homo sapiens	9606	215	0.459638243	0.246511627906976	0.134883720930232	0.176744186046511	0.01	-0.291	0.0439587	0	0.023255813953488372	
O60941	hPdPS	train	0	hNoPS	DTNB	Homo sapiens	9606	627	0.438277512	0.237639553429027	0.0574162679425837	0.0765550239234449	1.47	-0.046	-0.0250423	0	0.03668261562998405	0.39594316
O75022	hPdPS	train	0	hNoPS	LIRB3	Homo sapiens	9606	631	0.442296179	0.183835182250396	0.103011093502377	0.0760697305863708	2.72	-0.002	0.387249	0	0.01584786053882726	
O75027	hPdPS	train	0	hNoPS	ABCB7	Homo sapiens	9606	752	0.499423759	0.195478723404255	0.0	0.0279255319148936	0.09	-0.127	0.786716	0	0.0199468085106383	0.33676714
O75031	hPdPS	train	0	hNoPS	HSF2B	Homo sapiens	9606	334	0.484730539	0.272455089820359	0.0	0.0808383233532934	-0.79	-0.471	-0.308479	0	0.0029940119760479044	0.39590538
O75052	hPdPS	train	0	hNoPS	CAPON	Homo sapiens	9606	506	0.44486166	0.25691699604743	0.075098814229249	0.219367588932806	1.27	-0.038	0.502789	0	0.03359683794466403	0.9689822
O75054	hPdPS	train	0	hNoPS	IGSF3	Homo sapiens	9606	1194	0.452084497	0.232830820770519	0.0	0.0268006700167504	1.89	-0.182	0.57295	0	0.010887772194304857	0.35528266
O75056	hPdPS	train	0	hNoPS	SDC3	Homo sapiens	9606	442	0.474333836	0.194570135746606	0.119909502262443	0.438914027149321	1.85	-0.298	-0.158797	0	0.01583710407239819	0.44705528
O75063	hPdPS	train	0	hNoPS	XYLK	Homo sapiens	9606	409	0.478647107	0.244498777506112	0.0	0.0317848410757946	-0.2	-0.427	-0.104335	0	0.009779951100244499	0.8647406
O75064	hPdPS	train	0	hNoPS	DEN4B	Homo sapiens	9606	1496	0.476143791	0.193850267379679	0.0	0.125	3.38	0.204	0.453064	0	0.012032085561497326	0.44194576
O75069	hPdPS	train	0	hNoPS	TMCC2	Homo sapiens	9606	709	0.426657264	0.251057827926657	0.198871650211565	0.262341325811001	1.85	-0.098	1.04883	0	0.01692524682651622	
O75071	hPdPS	train	0	hNoPS	EFC14	Homo sapiens	9606	495	0.440763187	0.272727272727272	0.0828282828282828	0.0727272727272727	1.49	-0.264	0.495226	0	0.01818181818181818	0.6773566
O75072	hPdPS	train	0	hNoPS	FKTN	Homo sapiens	9606	461	0.468329718	0.238611713665943	0.0	0.0347071583514099	-0.59	-0.317	0.40592	0	0.008676789587852495	
O75078	hPdPS	train	0	hNoPS	ADA11	Homo sapiens	9606	769	0.461739633	0.200260078023407	0.0	0.0962288686605981	2.28	-0.038	1.26554	0	0.006501950585175552	
O75081	hPdPS	train	0	hNoPS	MTG16	Homo sapiens	9606	653	0.419754977	0.23583460949464	0.180704441041347	0.166921898928024	2.75	-0.098	0.214893	0	0.030627871362940276	0.5859965
O75093	hPdPS	train	0	hNoPS	SLIT1	Homo sapiens	9606	1534	0.468586122	0.188396349413298	0.0	0.0469361147327249	3.11	-0.152	0.926744	0	0.002607561929595828	0.31470892
O75095	hPdPS	train	0	hNoPS	MEGF6	Homo sapiens	9606	1541	0.464900137	0.166125892277741	0.0201168072680077	0.0402336145360155	6.96	-0.206	1.13966	0	0.001946787800129786	0.37223318
O75096	hPdPS	train	0	hNoPS	LRP4	Homo sapiens	9606	1905	0.445074366	0.241994750656168	0.0241469816272965	0.0776902887139107	4.27	-0.163	1.15635	0	0.0068241469816272965	0.8404818
O75113	hPdPS	train	0	hNoPS	N4BP1	Homo sapiens	9606	896	0.450483631	0.247767857142857	0.0	0.0424107142857142	1.01	-0.011	0.420115	0	0.03794642857142857	0.8767394
O75121	hPdPS	train	0	hNoPS	MFA3L	Homo sapiens	9606	409	0.474246129	0.23960880195599	0.105134474327628	0.112469437652811	-0.29	-0.275	-0.199521	0	0.022004889975550123	
O75129	hPdPS	train	0	hNoPS	ASTN2	Homo sapiens	9606	1339	0.468392665	0.222554144884241	0.0	0.101568334578043	1.98	-0.274	0.619882	0	0.00597460791635549	0.40456668
O75132	hPdPS	train	0	hNoPS	ZBED4	Homo sapiens	9606	1171	0.453809659	0.2399658411614	0.0461144321093082	0.0708795900939368	1.32	-0.259	0.401313	0	0.037574722459436376	0.20406136
O75140	hPdPS	train	0	hNoPS	DEPD5	Homo sapiens	9606	1603	0.452581964	0.222707423580786	0.0	0.0748596381784154	1.76	0.058	0.739605	0	0.018091079226450407	0.8290428
O75144	hPdPS	train	0	hNoPS	ICOSL	Homo sapiens	9606	302	0.498270787	0.175496688741721	0.0	0.129139072847682	-0.39	-0.225	-0.338422	0	0.009933774834437087	0.9869948
O75147	hPdPS	train	0	hNoPS	OBSL1	Homo sapiens	9606	1896	0.47317745	0.245780590717299	0.0	0.0543248945147679	1.85	-0.252	0.893975	0	0.006856540084388186	0.72253525
O75153	hPdPS	train	0	hNoPS	CLU	Homo sapiens	9606	1309	0.46099652	0.241405653170359	0.0336134453781512	0.0473644003055767	0.64	-0.188	0.703699	1	0.016042780748663103	0.71802896
O75157	hPdPS	train	0	hNoPS	T22D2	Homo sapiens	9606	780	0.463262108	0.123076923076923	0.388461538461538	0.334615384615384	2.08	0.256	0.456086	0	0.015384615384615385	0.45255616
O75159	hPdPS	train	0	hNoPS	SOCS5	Homo sapiens	9606	536	0.419796849	0.255597014925373	0.0	0.0466417910447761	0.11	-0.153	0.415427	0	0.020522388059701493	0.6442136
O75161	hPdPS	train	0	hNoPS	NPHP4	Homo sapiens	9606	1426	0.474006545	0.199859747545582	0.0	0.0561009817671809	1.15	-0.005	0.629863	0	0.014025245441795231	
O75167	hPdPS	train	0	hNoPS	PHAR2	Homo sapiens	9606	634	0.382246758	0.324921135646687	0.6735015772870661	0.324921135646687	2.36	-0.235	0.920699	0	0.03943217665615142	
O75170	hPdPS	train	0	hNoPS	PP6R2	Homo sapiens	9606	966	0.463296526	0.236024844720496	0.0165631469979296	0.112836438923395	2.21	-0.231	0.30598	0	0.024844720496894408	0.9753718
O75182	hPdPS	train	0	hNoPS	SIN3B	Homo sapiens	9606	1162	0.429384203	0.277969018932874	0.0	0.0542168674698795	1.72	-0.249	0.915309	0	0.020654044750430294	0.34570342
O75185	hPdPS	train	0	hNoPS	AT2C2	Homo sapiens	9606	946	0.517970402	0.218816067653276	0.0	0.0761099365750528	0.96	-0.287	0.573244	0	0.013742071881606765	0.23838098
O75192	hPdPS	train	0	hNoPS	PX11A	Homo sapiens	9606	247	0.488933873	0.226720647773279	0.0	0.182186234817813	-2.0	-0.397	-0.532863	0	0.016194331983805668	
O75204	hPdPS	train	0	hNoPS	TM127	Homo sapiens	9606	238	0.515592904	0.147058823529411	0.0966386554621848	0.15126050420168	-0.06	-0.245	-0.534431	0	0.012605042016806723	
O75208	hPdPS	train	0	hNoPS	COQ9	Homo sapiens	9606	318	0.449021663	0.223270440251572	0.0754716981132075	0.113207547169811	0.56	-0.164	-0.271659	0	0.031446540880503145	0.45771846
O75223	hPdPS	train	0	hNoPS	GGCT	Homo sapiens	9606	188	0.444858156	0.244680851063829	0.0	0.0	0.17	-0.288	0.555112	0	0.047872340425531915	
O75298	hPdPS	train	0	hNoPS	RTN2	Homo sapiens	9606	545	0.466992864	0.223853211009174	0.321100917431192	0.205504587155963	2.28	-0.216	0.294104	0	0.014678899082568808	0.97871333
O75312	hPdPS	train	0	hNoPS	ZPR1	Homo sapiens	9606	459	0.442870976	0.261437908496732	0.145969498910675	0.0827886710239651	0.49	-0.248	0.163828	0	0.013071895424836602	0.73537666
O75317	hPdPS	train	0	hNoPS	UBP12	Homo sapiens	9606	370	0.448168168	0.256756756756756	0.0	0.0	1.4	-0.221	0.0979638	0	0.005405405405405406	
O75324	hPdPS	train	0	hNoPS	SNN	Homo sapiens	9606	88	0.529166667	0.193181818181818	0.659090909090909	0.261363636363636		-0.633	-1.13582	0	0.022727272727272728	0.8877295
O75326	hPdPS	train	0	hNoPS	SEM7A	Homo sapiens	9606	666	0.448798799	0.208708708708708	0.0	0.0825825825825825	2.14	-0.271	0.578357	0	0.006006006006006006	0.4758538
